Timestamp,id,100,102,101,12,14,7,20,3,11,2,31,19,15,32,21,17,6,23,13,27,24,18,64,22,9,8,81,4,29,16,1,5,28,26,30,10,25,62,63
07/06/2014 8:00,65931551,36,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/06/2014 8:01,48123857,26,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/06/2014 8:02,49897333,20,10,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/06/2014 8:03,156420768,95,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/06/2014 8:04,66025753,36,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
07/06/2014 8:05,141953391,122,11,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
07/06/2014 8:06,65410826,27,11,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,3,0,2,0,0,0,0,0
07/06/2014 8:07,219626089,70,58,39,8,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,3,2,0,0,0,1,0,3,2,0,0,0,0
07/06/2014 8:08,98608960,22,16,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,0,1,0,0,4,0,0,0,0,0,0,3,0,0,2,0,0,0,0
07/06/2014 8:09,74596947,24,14,16,0,0,2,0,3,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0
07/06/2014 8:10,140513417,72,8,29,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0
07/06/2014 8:11,139368683,61,20,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,0,0,5,12,2,6,0,0,0,0,0,0,0,0,0,0
07/06/2014 8:12,141493566,47,10,27,0,0,0,3,0,0,1,0,4,0,1,0,0,0,4,0,0,5,0,10,4,0,1,4,3,0,2,3,5,0,0,0,4,0,0,0
07/06/2014 8:13,189556327,90,21,21,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,2,3,0,0,0,0,11,3,0,3,4,6,0,0,8,0,0,0,0,0
07/06/2014 8:14,194062695,94,15,12,0,4,1,0,11,0,4,0,0,0,1,7,1,6,0,1,1,0,0,0,0,0,2,7,3,0,2,0,6,4,0,1,0,0,0,0
07/06/2014 8:15,130918660,24,12,28,0,8,11,0,2,0,4,2,0,0,2,3,0,1,0,2,0,0,0,6,0,0,2,18,0,0,0,0,5,0,0,0,0,0,0,0
07/06/2014 8:16,205580400,90,17,12,0,2,15,5,1,0,0,0,0,0,5,3,6,2,1,0,0,0,7,9,0,0,2,2,13,0,0,0,0,0,0,3,0,3,0,0
07/06/2014 8:17,134819635,17,33,16,1,0,5,0,6,0,2,0,2,0,23,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0
07/06/2014 8:18,191092463,37,40,28,0,0,7,0,3,0,0,0,4,9,10,0,0,6,0,0,0,1,0,4,0,3,6,9,2,0,0,9,4,1,0,0,4,0,0,0
07/06/2014 8:19,98557818,21,14,26,1,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,2,0,4,5,0,0,0,0,4,1,1,0,0,0,0,0
07/06/2014 8:20,215478104,41,65,19,2,2,16,2,3,0,3,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,2,4,0,3,11,0,0,0,0
07/06/2014 8:21,164507458,49,23,24,0,0,5,2,2,0,10,1,0,4,2,0,8,0,1,0,3,0,0,2,0,3,1,2,4,0,0,17,4,0,0,0,0,0,0,0
07/06/2014 8:22,132847948,24,7,11,3,11,7,1,0,4,2,1,0,0,6,0,2,4,0,0,0,1,5,0,0,0,0,5,0,4,0,3,10,0,1,0,0,4,0,0
07/06/2014 8:23,127388731,35,7,23,0,0,7,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,3,0,16,6,1,3,0,0,6,9,3,0,0,0,0,0,0
07/06/2014 8:24,162390983,44,18,17,0,0,2,5,0,0,10,0,0,0,8,0,0,6,0,0,0,2,0,5,0,0,3,2,4,5,0,16,2,0,0,0,0,2,0,0
07/06/2014 8:25,209144166,79,15,30,0,13,0,3,6,0,7,0,0,0,8,0,3,7,0,0,0,0,0,1,0,0,3,1,1,8,4,1,0,0,4,0,0,0,0,0
07/06/2014 8:26,173322886,21,15,12,10,0,11,0,1,0,19,4,0,0,8,1,0,4,0,0,3,5,0,13,0,0,0,6,0,10,0,8,13,0,0,0,10,4,0,0
07/06/2014 8:27,204336590,36,20,19,1,0,0,3,11,0,10,0,0,2,4,0,0,0,1,0,0,9,2,3,0,10,3,8,19,7,0,3,2,0,4,16,0,0,0,0
07/06/2014 8:28,125527997,11,15,23,0,0,0,5,5,0,5,9,0,0,7,0,0,1,0,0,8,0,0,0,0,0,0,3,17,0,0,9,7,0,1,3,0,0,0,0
07/06/2014 8:29,198938169,22,17,11,2,0,15,0,8,0,12,3,3,0,15,6,1,2,0,0,0,8,0,3,0,0,7,9,12,0,0,12,6,0,4,0,5,1,0,0
07/06/2014 8:30,232172997,41,13,34,0,3,7,3,7,7,5,0,8,0,3,0,12,8,7,0,0,1,0,0,2,0,4,13,11,3,3,7,14,4,0,0,0,0,0,0
07/06/2014 8:31,166567116,15,33,23,0,0,2,7,1,0,0,3,0,0,8,0,0,3,3,3,9,1,0,8,5,0,11,1,4,0,1,8,1,0,0,0,4,0,0,0
07/06/2014 8:32,378226695,223,27,19,0,0,0,0,12,0,5,2,0,0,6,0,0,1,0,0,0,6,0,4,0,3,3,7,10,2,0,4,14,4,1,0,4,4,0,0
07/06/2014 8:33,144029930,26,20,46,0,0,0,2,2,6,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,3,0,2,1,1,0,2,0,0,4,0,0
07/06/2014 8:34,237394826,53,4,77,2,0,8,0,4,0,0,0,0,0,5,3,0,16,1,0,0,2,6,6,0,0,5,1,19,3,0,6,4,2,0,0,4,1,0,0
07/06/2014 8:35,171181318,16,26,33,0,0,5,4,5,0,13,4,2,0,13,0,0,4,0,3,3,2,1,1,3,0,8,4,2,0,0,8,3,3,3,3,0,0,0,0
07/06/2014 8:36,192610713,39,2,18,0,0,17,4,8,4,7,11,0,6,1,0,0,15,4,9,4,8,0,3,4,0,4,3,4,0,0,5,2,0,0,9,4,1,0,0
07/06/2014 8:37,237223245,44,9,17,13,0,10,0,10,3,10,19,0,7,12,4,7,3,0,2,0,1,0,3,0,0,7,5,12,0,0,7,3,6,6,1,0,1,0,0
07/06/2014 8:38,244744047,36,21,24,10,0,4,0,4,0,2,0,2,0,22,7,0,17,4,4,10,0,0,4,2,0,17,12,2,1,0,7,4,4,6,4,0,0,0,0
07/06/2014 8:39,187586562,15,18,23,0,1,6,0,12,7,5,0,0,0,8,6,0,8,7,6,2,0,0,2,0,0,9,0,0,8,4,19,6,2,0,3,2,4,0,0
