Timestamp,1,2,3,4,5,6,7,8,81,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,65,66,67,53,54,55,56,57,58,59,60,61,62,63,64,100,101,102
06/06/2014 8:00,0,3,3,0,0,3,7,0,0,0,0,8,2,1,8,6,0,2,0,4,2,2,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,117,72
06/06/2014 8:10,10,13,12,25,10,15,35,19,15,12,0,9,2,2,5,7,40,0,15,0,4,2,6,11,2,0,0,25,16,4,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,199,251,173
06/06/2014 8:20,29,33,47,28,23,51,14,53,23,1,4,8,11,14,10,21,4,3,6,2,7,27,14,15,12,9,10,4,16,2,14,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,159,100,86
06/06/2014 8:30,44,36,72,32,42,40,32,33,39,8,14,4,4,8,2,6,2,9,25,10,16,18,16,10,22,6,0,6,8,19,5,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,381,79,142
06/06/2014 8:40,38,65,60,80,39,43,83,47,58,2,18,19,5,12,10,11,21,2,13,9,30,16,25,11,26,10,32,15,3,33,8,14,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,48,397,119,136
06/06/2014 8:50,89,93,66,94,93,76,43,89,71,0,1,19,0,20,6,9,40,14,10,8,22,7,20,8,15,22,23,10,16,12,14,20,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,254,155,73
06/06/2014 9:00,80,83,45,75,42,90,71,53,86,9,14,8,10,35,25,13,11,2,26,35,23,20,14,11,25,30,23,19,17,26,30,9,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,50,9,6
06/06/2014 9:10,94,48,79,53,36,62,51,84,52,28,15,21,7,2,7,9,4,13,12,12,28,30,25,29,18,19,5,13,21,17,14,36,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,11,2,0
06/06/2014 9:20,114,81,67,45,90,102,85,54,104,20,18,18,16,10,10,14,18,16,12,36,10,15,12,15,2,31,41,27,24,8,14,14,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,32,12,7,1
06/06/2014 9:30,79,66,58,65,58,71,130,56,75,28,4,16,9,30,13,15,10,9,5,30,19,21,19,12,12,34,9,27,28,24,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,49,39,6,5
06/06/2014 9:40,80,103,47,65,70,59,46,70,58,9,10,8,4,30,11,15,10,2,4,4,13,14,11,39,38,9,33,21,10,17,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,40,52,2,1
06/06/2014 9:50,85,133,55,72,61,62,49,65,97,5,7,3,12,10,12,52,10,10,4,37,18,4,6,27,33,25,19,14,30,28,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,39,30,6,46
06/06/2014 10:00,67,49,62,98,80,66,86,104,79,13,12,11,8,53,15,2,17,15,28,8,22,7,21,11,25,18,29,11,23,14,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,31,0,0,0
06/06/2014 10:10,111,43,38,51,46,58,75,75,107,9,19,14,9,6,12,10,7,6,14,9,44,24,14,25,4,22,16,25,38,25,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45,0,0,0
06/06/2014 10:20,56,74,51,41,41,87,80,95,41,1,5,13,29,19,0,4,6,17,21,22,17,10,22,55,10,16,11,33,36,33,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
06/06/2014 10:30,84,80,59,53,73,72,57,50,47,9,42,22,22,10,16,4,22,15,25,10,55,16,15,1,19,23,12,2,34,27,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
06/06/2014 10:40,55,49,105,70,52,74,67,39,49,17,11,2,36,14,16,1,19,14,3,8,22,16,24,17,33,11,17,37,19,8,46,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,24,0,0,0
06/06/2014 10:50,84,48,70,68,69,62,68,70,59,12,18,4,10,15,8,8,7,11,6,17,14,25,25,7,43,30,4,7,16,7,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
06/06/2014 11:00,85,76,93,58,47,118,102,61,107,25,8,18,12,16,5,5,50,32,28,8,28,14,16,22,48,28,55,10,37,12,50,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,49,0,4,4
06/06/2014 11:10,78,71,67,84,67,76,65,54,106,5,49,1,27,13,17,13,56,8,11,16,22,15,20,20,26,21,27,10,36,13,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
06/06/2014 11:20,103,69,97,62,70,68,60,63,71,10,7,15,8,11,16,21,11,3,8,15,26,14,8,17,15,16,17,24,16,24,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
06/06/2014 11:30,64,56,83,68,50,104,59,103,33,17,20,29,10,37,15,20,17,5,0,7,19,6,68,25,26,16,31,19,16,15,31,2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,0,0,0
06/06/2014 11:40,46,45,95,85,68,67,70,58,49,19,14,9,2,12,11,2,12,7,14,12,31,7,29,16,15,5,6,23,27,19,29,24,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,0,0
06/06/2014 11:50,88,79,53,82,54,77,54,43,52,31,12,8,13,32,18,12,11,4,11,20,16,20,10,7,16,12,6,5,13,8,23,17,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0
06/06/2014 12:00,48,71,49,90,89,73,67,71,64,2,8,16,24,28,3,20,20,4,22,29,17,30,32,8,31,37,17,49,25,23,21,31,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
06/06/2014 12:10,91,52,110,104,65,47,70,85,90,5,15,2,12,11,16,7,12,10,15,2,17,16,18,21,14,46,16,29,48,31,9,12,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31,0,0,0
06/06/2014 12:20,34,60,58,44,81,69,101,43,67,4,24,7,27,6,12,8,16,9,15,11,28,15,8,10,3,21,34,16,37,22,14,21,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,42,0,4,5
06/06/2014 12:30,57,99,66,74,72,50,46,93,68,26,4,12,10,6,48,13,10,11,9,17,16,49,24,39,10,47,24,24,17,9,21,13,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,4,0
06/06/2014 12:40,61,58,67,89,62,65,43,24,62,15,43,6,12,6,36,18,4,7,22,21,2,20,18,26,26,27,14,6,23,22,27,29,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,3,0
06/06/2014 12:50,88,111,45,53,93,73,43,39,48,12,4,6,16,3,2,24,11,19,7,16,27,30,33,9,17,12,14,16,5,12,34,12,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
06/06/2014 13:00,113,51,68,89,93,49,81,98,88,13,6,2,2,0,33,6,18,27,9,10,45,23,4,20,32,27,13,39,13,37,15,20,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,44,7,0,0
06/06/2014 13:10,54,79,50,64,54,63,66,54,93,17,2,8,11,18,6,4,13,12,25,16,0,36,4,18,13,13,21,11,17,20,5,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,30,0,0,0
06/06/2014 13:20,65,41,60,46,74,120,72,41,54,17,9,13,7,8,13,23,1,3,8,0,0,15,8,24,19,10,15,25,21,21,35,16,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,5,0,0
